,RTYPE,STYPE,SPED,SIZE,CHARTER,VALID_NUM,API05B,ST_RANK,SIM_RANK,AA_NUM,AA_SIG,AI_NUM,AI_SIG,AS_NUM,AS_SIG,FI_NUM,FI_SIG,HI_NUM,HI_SIG,PI_NUM,PI_SIG,WH_NUM,WH_SIG,SD_NUM,SD_SIG,EL_NUM,EL_SIG,DI_NUM,DI_SIG,PCT_AA,PCT_AI,PCT_AS,PCT_FI,PCT_HI,PCT_PI,PCT_WH,MEALS,P_FDAY,P_GATE,P_MIGED,P_EL,P_RFEP,P_DI,YR_RND,SMOB,CBMOB,DMOB,ACS_K3,ACS_46,ACS_CORE,PCT_RESP,NOT_HSG,HSG,SOME_COL,COL_GRAD,GRAD_SCH,AVG_ED,FULL,EMER,PEN_2,PEN_35,PEN_6,PEN_78,PEN_911,ENROLL,PARENT_OPT,TESTED,SCI,VCST_E28,PCST_E28,VCST_E911,PCST_E911,CW_CSTE,VCST_M28,PCST_M28,VCST_M911,PCST_M911,CW_CSTM,VCST_S28,PCST_S28,VCST_S911,PCST_S911,CW_CSTS,VCST_H28,PCST_H28,VCST_H911,PCST_H911,CW_CSTH,VNRT_R28,PNRT_R28,CW_NRTR,VNRT_L28,PNRT_L28,CW_NRTL,VNRT_S28,PNRT_S28,CW_NRTS,VNRT_M28,PNRT_M28,CW_NRTM,VCHS_E911,PCHS_E911,CW_CHSE,VCHS_M911,PCHS_M911,CW_CHSM,TOT_28,TOT_911
6522,S,E,NA,NA,NA,430,686,3,3,49,No,5,No,14,No,10,No,298,Yes,2,No,52,No,226,Yes,95,Yes,37,No,11,1,3,2,71,0,10,45,37,5,0,24,3,8,No,16,83,84,19,29,NA,94,25,29,25,14,7,2.5,97,0,22,60,18,0,0,519,0,519,164.90638,430,206.4,0,0,54.3,430,137.6,0,0,36.2,97,19.4,0,0,5.1,0,0,0,0,0,82,4.92,1.3,82,2.46,0.6,82,2.46,0.6,82,6.56,1.7,0,0,0,0,0,0,379.8,0
5751,S,E,NA,NA,NA,423,744,5,7,17,No,3,No,2,No,45,No,264,Yes,0,No,92,Yes,323,Yes,238,Yes,38,No,4,1,0,10,62,0,22,70,51,7,0,42,16,9,No,4,96,98,20,31,NA,95,50,26,16,5,3,1.84,91,3,25,75,0,0,0,439,0,439,164.10436,423,203.04,0,0,52.9,423,135.36,0,0,35.3,115,23,0,0,6,0,0,0,0,0,111,6.66,1.7,111,3.33,0.9,111,3.33,0.9,111,8.88,2.3,0,0,0,0,0,0,383.6,0
5315,S,E,NA,NA,NA,279,682,3,7,8,No,1,No,4,No,1,No,262,Yes,0,No,3,No,245,Yes,212,Yes,29,No,3,0,1,1,93,0,2,86,53,1,0,65,10,10,No,7,93,94,22,33,NA,95,33,44,20,2,0,1.92,96,0,28,72,0,0,0,301,0,301,158.47367,279,133.92,0,0,53.4,279,89.28,0,0,35.6,69,13.8,0,0,5.5,0,0,0,0,0,69,4.14,1.7,69,2.07,0.8,69,2.07,0.8,69,5.52,2.2,0,0,0,0,0,0,250.8,0
3124,S,E,NA,NA,NA,402,593,1,2,154,Yes,0,No,0,No,0,No,248,Yes,0,No,0,No,402,Yes,219,Yes,35,No,38,0,0,0,62,0,0,100,47,3,0,45,11,9,No,7,93,97,18,25,NA,32,52,30,10,4,4,1.77,71,11,25,75,0,0,0,437,1,434,156.14383,402,192.96,0,0,53.2,401,128.32,0,0,35.4,110,22,0,0,6.1,0,0,0,0,0,98,5.88,1.6,98,2.94,0.8,96,2.88,0.8,97,7.76,2.1,0,0,0,0,0,0,362.74,0
9518,S,E,NA,NA,NA,300,732,5,10,2,No,6,No,5,No,0,No,200,Yes,1,No,86,Yes,246,Yes,140,Yes,29,No,1,2,1,0,70,0,26,81,51,1,21,48,1,10,No,19,81,81,20,30,NA,75,33,38,20,4,4,2.07,100,0,27,73,0,0,0,370,1,369,156.16263,300,144,0,0,54,299,95.68,0,0,35.9,70,14,0,0,5.2,0,0,0,0,0,65,3.9,1.5,65,1.95,0.7,65,1.95,0.7,65,5.2,1.9,0,0,0,0,0,0,266.68,0
8869,S,H,NA,NA,NA,1125,737,8,5,10,No,3,No,28,No,9,No,379,Yes,1,No,694,Yes,297,Yes,231,Yes,84,No,1,0,3,1,35,0,60,25,0,3,14,12,11,8,No,3,96,97,NA,NA,28,39,12,15,19,27,27,3.42,90,5,0,0,0,0,100,1218,28,1160,167.23981,0,0,1120,336,27.9,0,0,1125,225,18.7,0,0,1114,167.1,13.9,0,0,791,177.975,14.8,0,0,0,0,0,0,0,0,0,0,0,0,489,146.7,12.2,503,150.9,12.5,0,1203.675
1596,D,2,NA,NA,NA,2172,620,B,B,26,No,3,No,6,No,6,No,2057,Yes,0,No,73,No,2090,Yes,1785,Yes,253,Yes,1,0,0,0,94,0,3,94,29,2,41,72,11,12,NA,10,90,90,19,28,23,91,61,24,10,3,1,1.59,97,1,14,43,15,27,0,2374,0,2373,NA,2169,1041.12,2,0.6,52.7,2169,694.08,2,0.4,35.1,284,56.8,0,0,2.9,310,62,0,0,3.1,615,36.9,1.9,615,18.45,0.9,615,18.45,0.9,615,49.2,2.5,0,0,0,0,0,0,1977,1
5080,S,E,NA,NA,NA,374,652,2,5,1,No,0,No,6,No,3,No,353,Yes,2,No,9,No,364,Yes,322,Yes,37,No,1,0,2,1,94,1,3,94,53,3,8,82,5,10,No,5,95,97,20,31,NA,80,63,18,8,9,2,1.68,97,0,30,70,0,0,0,394,0,392,157.06353,374,179.52,0,0,53.8,373,119.36,0,0,35.8,88,17.6,0,0,5.3,0,0,0,0,0,87,5.22,1.6,87,2.61,0.8,87,2.61,0.8,86,6.88,2.1,0,0,0,0,0,0,333.8,0
164,S,E,NA,NA,NA,380,815,8,1,8,No,4,No,17,No,12,No,71,Yes,0,No,268,Yes,54,No,34,No,47,No,2,1,4,3,19,0,70,13,47,20,0,8,1,12,No,3,97,97,25,32,NA,92,3,12,34,37,13,3.44,100,0,20,80,0,0,0,393,1,392,182.14026,380,182.4,0,0,53,380,121.6,0,0,35.3,99,19.8,0,0,5.7,0,0,0,0,0,103,6.18,1.8,103,3.09,0.9,103,3.09,0.9,103,8.24,2.4,0,0,0,0,0,0,344.4,0
6678,S,M,NA,NA,NA,1230,748,7,6,93,No,2,No,57,No,14,No,440,Yes,7,No,610,Yes,490,Yes,126,Yes,144,Yes,8,0,4,1,36,1,49,39,0,18,0,9,2,12,No,7,93,94,NA,30,30,98,12,22,34,18,14,2.99,96,4,0,0,29,71,0,1318,0,1312,168.63187,1230,590.4,0,0,51,1228,392.96,0,0,33.9,0,0,0,0,0,422,84.4,0,0,7.3,453,27.18,2.3,453,13.59,1.2,454,13.62,1.2,454,36.32,3.1,0,0,0,0,0,0,1158.47,0
9681,D,3,NA,NA,NA,207,748,B,B,2,No,2,No,2,No,0,No,37,No,3,No,153,Yes,11,No,5,No,13,No,1,1,2,0,17,1,73,0,0,8,0,2,1,6,NA,8,92,92,NA,NA,23,68,8,29,19,33,12,3.1,94,0,0,0,0,0,100,224,0,224,NA,0,0,207,62.1,28.9,0,0,207,41.4,19.2,0,0,207,31.05,14.4,0,0,126,28.35,13.2,0,0,0,0,0,0,0,0,0,0,0,0,87,26.1,12.1,87,26.1,12.1,0,215.1
1503,S,E,NA,NA,NA,545,623,1,3,0,No,0,No,0,No,0,No,542,Yes,0,No,3,No,545,Yes,453,Yes,48,No,0,0,0,0,99,0,1,100,43,0,11,73,12,9,No,5,95,96,21,31,NA,80,31,24,23,16,6,2.43,97,0,22,61,17,0,0,574,0,574,157.79295,545,261.6,0,0,54.2,544,174.08,0,0,36.1,118,23.6,0,0,4.9,0,0,0,0,0,115,6.9,1.4,115,3.45,0.7,115,3.45,0.7,115,9.2,1.9,0,0,0,0,0,0,482.28,0
5875,S,H,A,S,NA,67,524,B,B,3,No,1,No,0,No,1,No,33,No,0,No,29,No,33,No,16,No,7,No,4,1,0,0,53,0,40,34,0,1,0,23,5,6,No,67,33,84,NA,NA,NA,86,23,31,30,11,5,2.43,100,0,0,0,0,0,100,203,0,202,NA,0,0,67,20.1,26,0,0,67,13.4,17.3,0,0,67,10.05,13,0,0,66,14.85,19.2,0,0,0,0,0,0,0,0,0,0,0,0,32,9.6,12.4,31,9.3,12,0,77.3
3974,S,M,NA,NA,NA,1244,845,9,2,44,No,2,No,644,Yes,76,No,303,Yes,11,No,163,Yes,179,Yes,144,No,77,No,4,0,51,6,24,1,13,13,0,12,0,6,10,6,No,2,97,98,NA,33,33,92,3,10,23,41,23,3.72,100,0,0,0,28,72,0,1279,1,1277,183.26291,1244,597.12,0,0,50.9,1242,397.44,0,0,33.9,0,0,0,0,0,515,103,0,0,8.8,378,22.68,1.9,378,11.34,1,378,11.34,1,378,30.24,2.6,0,0,0,0,0,0,1173.16,0
726,S,M,NA,NA,NA,597,853,10,6,16,No,2,No,33,No,17,No,38,No,2,No,489,Yes,35,No,16,No,56,No,3,0,5,3,7,0,81,6,0,21,0,2,1,9,No,3,96,98,NA,31,29,84,1,8,24,41,26,3.84,92,8,0,0,34,66,0,619,0,619,181.02703,597,286.56,0,0,51.8,596,190.72,0,0,34.5,0,0,0,0,0,189,37.8,0,0,6.8,191,11.46,2.1,191,5.73,1,191,5.73,1,191,15.28,2.8,0,0,0,0,0,0,553.28,0
10140,D,2,NA,NA,NA,1750,694,B,B,72,No,4,No,19,No,83,No,1383,Yes,12,No,177,Yes,1380,Yes,1074,Yes,176,Yes,5,0,1,5,78,1,10,75,30,6,19,51,10,10,NA,7,93,93,20,31,25,96,46,20,22,9,3,2.04,96,1,15,43,14,28,0,1876,2,1869,NA,1750,840,0,0,52.5,1749,559.68,0,0,35,250,50,0,0,3.1,237,47.4,0,0,3,509,30.54,1.9,509,15.27,1,509,15.27,1,510,40.8,2.6,0,0,0,0,0,0,1598.96,0
1695,D,2,NA,NA,NA,701,668,B,B,23,No,12,No,2,No,1,No,450,Yes,2,No,208,Yes,563,Yes,268,Yes,56,No,3,1,0,0,65,0,28,80,31,2,8,21,19,8,NA,13,87,87,20,28,30,76,27,36,28,7,2,2.2,98,2,15,39,15,31,0,796,0,795,NA,701,336.48,0,0,52.2,701,224.32,0,0,34.8,82,16.4,0,0,2.5,110,22,0,0,3.4,228,13.68,2.1,228,6.84,1.1,228,6.84,1.1,228,18.24,2.8,0,0,0,0,0,0,644.8,0
8211,S,E,NA,NA,Y,217,878,9,2,9,No,4,No,10,No,3,No,23,No,0,No,168,Yes,8,No,7,No,3,No,4,2,5,1,10,0,77,3,61,0,0,4,0,1,No,1,99,99,19,25,NA,90,1,6,19,40,35,4.04,95,0,31,69,0,0,0,220,0,220,186.21962,217,104.16,0,0,55.7,217,69.44,0,0,37.1,0,0,0,0,0,0,0,0,0,0,67,4.02,2.1,67,2.01,1.1,67,2.01,1.1,67,5.36,2.9,0,0,0,0,0,0,187,0
6759,S,E,NA,NA,NA,326,578,1,1,121,Yes,0,No,2,No,0,No,190,Yes,0,No,13,No,314,Yes,120,Yes,35,No,36,0,1,0,58,0,4,96,50,3,0,39,2,11,Yes,11,89,91,19,23,NA,42,36,49,12,1,1,1.83,92,0,26,74,0,0,0,365,1,364,156.48418,325,156,0,0,53.2,325,104,0,0,35.5,85,17,0,0,5.8,0,0,0,0,0,80,4.8,1.6,80,2.4,0.8,80,2.4,0.8,80,6.4,2.2,0,0,0,0,0,0,293,0
6653,S,M,NA,NA,NA,1006,653,3,5,38,No,8,No,7,No,3,No,762,Yes,5,No,183,Yes,687,Yes,483,Yes,114,Yes,4,1,1,0,76,1,17,55,0,7,0,38,14,11,No,13,87,89,NA,36,26,93,39,30,21,6,4,2.05,92,0,0,0,10,90,0,1159,0,1155,156.00866,1006,482.88,0,0,49,1005,321.6,0,0,32.6,0,0,0,0,0,456,91.2,0,0,9.2,452,27.12,2.8,452,13.56,1.4,452,13.56,1.4,452,36.16,3.7,0,0,0,0,0,0,986.08,0
7851,S,E,NA,S,NA,88,725,5,NA,2,No,0,No,2,No,0,No,41,No,0,No,43,No,49,No,34,No,13,No,2,0,2,1,51,0,44,55,40,4,17,40,2,13,No,12,88,94,20,31,NA,68,31,21,38,7,3,2.31,100,0,27,51,22,0,0,100,0,100,NA,88,42.24,0,0,55.1,88,28.16,0,0,36.8,18,3.6,0,0,4.7,0,0,0,0,0,13,0.78,1,13,0.39,0.5,13,0.39,0.5,13,1.04,1.4,0,0,0,0,0,0,76.6,0
2229,S,E,NA,NA,NA,334,830,8,2,7,No,1,No,61,Yes,9,No,62,Yes,0,No,193,Yes,73,Yes,100,Yes,24,No,2,0,19,3,19,0,57,21,43,10,0,28,4,7,No,3,97,97,20,33,NA,94,1,18,26,34,21,3.56,100,0,20,80,0,0,0,343,0,343,182.42839,334,160.32,0,0,52.8,332,106.24,0,0,35,106,21.2,0,0,7,0,0,0,0,0,80,4.8,1.6,80,2.4,0.8,80,2.4,0.8,80,6.4,2.1,0,0,0,0,0,0,303.76,0
9883,D,2,NA,S,NA,96,682,B,B,2,No,1,No,1,No,1,No,53,Yes,0,No,38,No,61,Yes,30,No,1,No,2,1,1,1,56,0,39,64,14,0,0,29,6,1,NA,2,98,98,20,28,NA,100,34,46,10,8,2,1.99,83,0,14,50,10,26,0,98,0,98,NA,96,46.08,0,0,52.1,96,30.72,0,0,34.8,20,4,0,0,4.5,6,1.2,0,0,1.4,32,1.92,2.2,32,0.96,1.1,32,0.96,1.1,32,2.56,2.9,0,0,0,0,0,0,88.4,0
6437,S,E,NA,NA,NA,342,784,7,7,6,No,3,No,1,No,0,No,93,Yes,0,No,236,Yes,175,Yes,64,Yes,40,No,2,1,0,0,28,0,67,50,33,11,0,19,1,13,No,10,91,91,19,30,NA,79,17,27,22,24,9,2.81,92,4,19,56,25,0,0,375,1,374,171.50365,342,164.16,0,0,55,341,109.12,0,0,36.6,68,13.6,0,0,4.6,0,0,0,0,0,57,3.42,1.1,57,1.71,0.6,57,1.71,0.6,57,4.56,1.5,0,0,0,0,0,0,298.28,0
2128,S,M,NA,NA,NA,756,883,10,5,5,No,0,No,545,Yes,13,No,63,No,0,No,130,Yes,103,Yes,148,No,67,No,1,0,72,2,8,0,17,13,0,10,0,9,26,9,No,2,98,98,NA,31,29,68,3,12,16,37,32,3.83,97,10,0,0,31,69,0,771,0,771,185.96727,756,362.88,0,0,51.3,756,241.92,0,0,34.2,0,0,0,0,0,283,56.6,0,0,8,233,13.98,2,233,6.99,1,233,6.99,1,233,18.64,2.6,0,0,0,0,0,0,708,0
350,S,E,NA,NA,NA,408,774,6,7,62,Yes,2,No,82,Yes,38,No,140,Yes,10,No,74,Yes,178,Yes,182,Yes,50,No,15,1,19,9,35,2,19,42,51,7,0,45,3,13,No,8,92,95,19,30,NA,81,13,36,28,19,4,2.65,100,0,24,76,0,0,0,443,0,442,170.80528,408,195.84,0,0,53.7,407,130.24,0,0,35.7,90,18,0,0,4.9,0,0,0,0,0,102,6.12,1.7,102,3.06,0.8,101,3.03,0.8,101,8.08,2.2,0,0,0,0,0,0,364.37,0
9750,S,E,NA,NA,NA,269,865,9,10,3,No,1,No,2,No,0,No,10,No,2,No,251,Yes,152,Yes,5,No,28,No,2,0,1,0,4,1,93,53,65,0,0,2,0,10,No,9,91,91,19,26,NA,99,7,67,17,8,1,2.31,96,0,30,70,0,0,0,293,0,293,171.62072,269,129.12,0,0,55.5,267,85.44,0,0,36.8,0,0,0,0,0,0,0,0,0,0,90,5.4,2.3,90,2.7,1.2,89,2.67,1.1,89,7.12,3.1,0,0,0,0,0,0,232.45,0
5233,D,2,NA,NA,NA,1655,759,B,B,86,No,6,No,192,Yes,100,Yes,848,Yes,21,No,374,Yes,1119,Yes,671,Yes,190,Yes,5,0,12,6,52,1,22,59,0,2,0,36,9,11,NA,9,92,92,22,33,NA,99,48,37,9,5,1,1.74,100,0,19,62,19,0,0,1800,1,1793,NA,1655,794.4,0,0,54.5,1651,528.32,0,0,36.2,357,71.4,0,0,4.9,0,0,0,0,0,321,19.26,1.3,321,9.63,0.7,321,9.63,0.7,322,25.76,1.8,0,0,0,0,0,0,1458.4,0
740,S,M,NA,NA,NA,927,935,10,10,4,No,3,No,157,Yes,7,No,43,No,3,No,696,Yes,9,No,8,No,67,No,1,0,17,1,5,0,75,0,0,23,0,0,1,8,No,0,100,100,NA,25,24,99,1,0,1,47,51,4.47,100,0,0,0,35,65,0,938,7,930,189.40816,927,444.96,0,0,51.7,926,296.32,0,0,34.4,0,0,0,0,0,298,59.6,0,0,6.9,303,18.18,2.1,303,9.09,1.1,302,9.06,1.1,300,24,2.8,0,0,0,0,0,0,861.21,0
788,S,E,NA,NA,NA,220,749,5,6,85,Yes,0,No,28,No,4,No,42,No,0,No,43,No,109,Yes,32,No,39,No,41,0,12,2,19,0,19,49,47,7,0,12,3,18,No,6,94,95,17,31,NA,96,4,51,21,16,8,2.73,100,0,26,65,9,0,0,234,0,232,168.1919,219,105.12,0,0,53.9,219,70.08,0,0,35.9,53,10.6,0,0,5.4,0,0,0,0,0,47,2.82,1.4,47,1.41,0.7,47,1.41,0.7,47,3.76,1.9,0,0,0,0,0,0,195.2,0
9567,S,E,NA,NA,NA,349,845,9,8,16,No,9,No,13,No,5,No,88,Yes,3,No,215,Yes,99,Yes,30,No,63,Yes,5,2,4,1,26,1,61,31,33,32,0,7,2,17,No,6,93,95,19,31,NA,95,6,28,38,17,11,3,100,0,15,66,19,0,0,374,0,374,178.09908,349,167.52,0,0,54.3,349,111.68,0,0,36.2,80,16,0,0,5.2,0,0,0,0,0,66,3.96,1.3,66,1.98,0.6,66,1.98,0.6,66,5.28,1.7,0,0,0,0,0,0,308.4,0
5936,S,M,NA,NA,NA,1507,815,9,10,90,No,10,No,64,No,67,No,311,Yes,10,No,929,Yes,253,Yes,57,No,119,Yes,6,1,4,4,21,1,61,15,0,4,0,2,3,8,No,7,93,93,NA,29,28,98,3,18,36,28,14,3.32,100,0,0,0,30,70,0,1615,0,1615,173.64456,1507,723.36,0,0,51.1,1507,482.24,0,0,34.1,0,0,0,0,0,548,109.6,0,0,7.7,503,30.18,2.1,503,15.09,1.1,502,15.06,1.1,502,40.16,2.8,0,0,0,0,0,0,1415.69,0
6454,S,H,NA,NA,NA,1602,678,5,8,308,Yes,7,No,65,No,45,No,824,Yes,16,No,337,Yes,491,Yes,263,Yes,192,Yes,20,1,4,3,51,1,21,22,0,10,0,9,7,12,No,8,92,94,NA,NA,30,100,16,25,34,18,8,2.77,91,0,0,0,0,0,100,1739,0,1728,157.29612,0,0,1597,479.1,29.5,0,0,1602,320.4,19.7,0,0,1602,240.3,14.8,0,0,994,223.65,13.8,0,0,0,0,0,0,0,0,0,0,0,0,603,180.9,11.1,602,180.6,11.1,0,1624.95
7148,S,E,NA,NA,NA,199,808,8,10,33,No,2,No,2,No,0,No,73,Yes,7,No,67,Yes,122,Yes,35,No,24,No,17,1,1,0,39,3,33,61,52,6,0,17,3,12,No,9,91,93,17,28,NA,94,10,34,37,13,6,2.7,100,0,23,77,0,0,0,218,1,217,167.27356,199,95.52,0,0,53.3,199,63.68,0,0,35.5,45,9,0,0,5,0,0,0,0,0,55,3.3,1.8,55,1.65,0.9,55,1.65,0.9,55,4.4,2.5,0,0,0,0,0,0,179.2,0
8925,S,M,NA,NA,NA,648,842,9,2,7,No,5,No,38,No,5,No,48,No,0,No,493,Yes,39,No,17,No,37,No,1,1,6,1,8,0,76,5,0,12,0,1,2,6,No,1,99,98,NA,30,28,78,2,5,13,46,34,4.06,97,6,0,0,29,70,0,665,6,657,182.79732,648,311.04,0,0,51.1,646,206.72,0,0,34,2,0.4,0,0,0.1,227,45.4,0,0,7.5,223,13.38,2.2,223,6.69,1.1,223,6.69,1.1,223,17.84,2.9,0,0,0,0,0,0,608.16,0
755,D,1,NA,NA,NA,22572,655,B,B,5971,Yes,41,No,2507,Yes,1290,Yes,9084,Yes,158,Yes,2942,Yes,13788,Yes,7540,Yes,2699,Yes,28,0,11,6,40,1,13,58,20,6,0,28,6,12,NA,10,90,93,19,29,28,69,22,41,18,15,5,2.4,89,6,10,31,10,20,29,24644,56,24234,NA,16190,7771.2,6312,1893.6,45.6,16130,5161.6,6362,1272.4,30.3,2357,471.4,6286,942.9,6.7,2290,458,3801,855.225,6.2,4335,260.1,1.2,4335,130.05,0.6,4329,129.87,0.6,4323,345.84,1.6,2511,753.3,3.6,2544,763.2,3.6,14728.06,6480.625
4353,D,1,NA,NA,NA,6176,679,B,B,236,Yes,36,No,85,No,95,No,4154,Yes,21,No,1496,Yes,3575,Yes,1982,Yes,374,Yes,4,1,1,1,68,0,24,54,22,0,0,29,5,6,NA,7,93,94,19,30,27,68,21,27,33,14,5,2.54,93,4,11,31,12,20,26,6606,21,6559,NA,4579,2197.92,1583,474.9,46.1,4562,1459.84,1591,318.2,30.7,613,122.6,1575,236.25,6.2,632,126.4,978,220.05,6,1281,76.86,1.3,1281,38.43,0.7,1281,38.43,0.7,1281,102.48,1.8,633,189.9,3.3,638,191.4,3.3,4162.96,1630.7
1213,S,E,NA,NA,NA,291,787,7,8,11,No,1,No,95,Yes,12,No,140,Yes,0,No,32,No,222,Yes,132,Yes,7,No,4,0,36,4,45,0,11,74,36,1,2,41,9,2,No,11,89,89,19,29,NA,100,18,21,25,32,4,2.82,100,0,18,59,23,0,0,327,0,327,170.37457,291,139.68,0,0,54.7,291,93.12,0,0,36.5,57,11.4,0,0,4.5,0,0,0,0,0,55,3.3,1.3,55,1.65,0.6,55,1.65,0.6,55,4.4,1.7,0,0,0,0,0,0,255.2,0
203,S,H,NA,NA,NA,275,507,1,1,57,Yes,1,No,31,No,4,No,172,Yes,6,No,4,No,229,Yes,170,Yes,22,No,22,0,11,1,61,2,1,79,0,3,2,51,12,8,No,3,97,98,NA,NA,27,60,42,33,10,13,1,1.98,79,7,0,0,0,0,100,286,0,284,151.41755,0,0,275,82.5,30.8,0,0,275,55,20.5,0,0,275,41.25,15.4,0,0,171,38.475,14.4,0,0,0,0,0,0,0,0,0,0,0,0,84,25.2,9.4,85,25.5,9.5,0,267.925
813,S,E,NA,NA,NA,337,754,6,1,77,Yes,0,No,53,Yes,87,Yes,46,No,2,No,49,No,98,Yes,50,No,43,No,22,0,15,27,13,1,14,29,44,6,0,14,1,12,No,5,95,96,20,33,NA,90,2,32,38,21,6,2.96,100,0,22,78,0,0,0,356,0,354,174.53512,336,161.28,0,0,53.4,335,107.2,0,0,35.5,93,18.6,0,0,6.2,0,0,0,0,0,75,4.5,1.5,75,2.25,0.7,74,2.22,0.7,76,6.08,2,0,0,0,0,0,0,302.13,0
3976,S,H,NA,NA,NA,1294,769,9,7,14,No,0,No,666,Yes,42,No,469,Yes,1,No,102,Yes,700,Yes,449,Yes,89,No,1,0,51,3,36,0,8,50,0,13,0,28,21,7,No,3,97,97,30,NA,28,88,16,26,23,25,9,2.86,87,9,0,0,0,0,100,1353,0,1339,170.02631,0,0,1284,385.2,29.3,0,0,1294,258.8,19.7,0,0,1285,192.75,14.7,0,0,836,188.1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,480,144,11,486,145.8,11.1,0,1314.65
919,S,H,A,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,83,0,17,6,0,0,0,83,0,0,No,44,56,89,NA,NA,20,61,36,27,18,9,9,2.27,100,0,0,0,0,0,100,18,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3160,S,E,NA,NA,NA,924,690,3,6,15,No,4,No,8,No,117,Yes,777,Yes,0,No,3,No,891,Yes,707,Yes,62,No,2,1,1,13,83,0,1,96,48,8,0,70,7,7,Yes,7,93,97,18,30,NA,47,47,29,12,11,1,1.9,100,4,23,77,0,0,0,990,1,988,159.64899,924,443.52,0,0,53.1,924,295.68,0,0,35.4,250,50,0,0,6,0,0,0,0,0,233,13.98,1.7,233,6.99,0.8,233,6.99,0.8,233,18.64,2.2,0,0,0,0,0,0,835.8,0
4324,S,E,NA,NA,NA,361,693,3,9,18,No,0,No,19,No,2,No,272,Yes,0,No,50,No,352,Yes,222,Yes,30,No,5,0,4,1,76,0,14,97,39,5,10,56,7,9,No,17,83,83,20,28,NA,80,51,29,17,3,1,1.73,100,0,23,58,19,0,0,435,0,433,155.04887,361,173.28,0,0,55.2,361,115.52,0,0,36.8,66,13.2,0,0,4.2,0,0,0,0,0,60,3.6,1.1,60,1.8,0.6,60,1.8,0.6,60,4.8,1.5,0,0,0,0,0,0,314,0
7590,S,H,NA,NA,NA,1632,659,4,8,141,Yes,16,No,25,No,56,No,960,Yes,46,No,387,Yes,895,Yes,658,Yes,211,Yes,9,1,2,3,59,3,24,49,0,6,6,25,19,13,No,6,94,95,NA,NA,27,69,29,22,31,14,4,2.42,98,3,0,0,0,0,100,1748,0,1728,154.29531,0,0,1630,489,28.6,0,0,1632,326.4,19.1,0,0,1622,243.3,14.3,0,0,1034,232.65,13.6,0,0,0,0,0,0,0,0,0,0,0,0,689,206.7,12.1,697,209.1,12.2,0,1707.15
4078,S,E,NA,NA,NA,634,636,1,6,44,No,0,No,4,No,1,No,555,Yes,0,No,29,No,608,Yes,413,Yes,57,No,7,0,1,0,87,0,5,94,40,3,12,62,3,9,Yes,13,87,92,19,31,NA,71,63,23,12,2,1,1.55,100,2,22,60,18,0,0,732,0,732,153.43839,634,304.32,0,0,54.9,631,201.92,0,0,36.5,124,24.8,0,0,4.5,0,0,0,0,0,114,6.84,1.2,114,3.42,0.6,114,3.42,0.6,114,9.12,1.6,0,0,0,0,0,0,553.84,0
6884,S,E,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,1,1,53,0,24,31,62,0,0,11,0,0,No,99,1,9,32,NA,NA,65,23,42,31,1,2,2.18,60,40,46,54,0,0,0,127,0,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7512,S,H,NA,NA,NA,261,638,3,2,12,No,3,No,3,No,4,No,139,Yes,2,No,98,Yes,89,Yes,37,No,15,No,4,2,1,2,57,1,34,31,0,8,0,12,4,5,No,24,76,98,NA,NA,NA,83,11,30,22,27,10,2.95,100,0,0,0,0,44,56,342,0,342,157.88998,121,58.08,139,41.7,37.3,120,38.4,140,28,24.8,0,0,140,21,7.9,72,14.4,90,20.25,13,48,2.88,1.1,48,1.44,0.5,48,1.44,0.5,48,3.84,1.4,62,18.6,7,58,17.4,6.5,120.48,146.95
7708,S,E,NA,NA,NA,173,849,9,7,10,No,1,No,123,Yes,0,No,10,No,1,No,21,No,121,Yes,90,Yes,24,No,6,1,71,0,6,1,13,70,48,17,0,43,11,14,No,1,99,99,18,28,NA,90,11,31,27,20,11,2.91,100,0,23,77,0,0,0,174,0,174,180.03067,173,83.04,0,0,53.6,173,55.36,0,0,35.7,43,8.6,0,0,5.5,0,0,0,0,0,40,2.4,1.5,40,1.2,0.8,40,1.2,0.8,40,3.2,2.1,0,0,0,0,0,0,155,0
